1,10,1,10,1,1,400,0.8,3.6,1,23.6,0.06,3,853
2,50,1,50,1,1,200,1.9,8.7,1,55.3,0.23,3,904
3,10,1,10,20,1,45,1.9,10.5,1,55.3,0.25,3,904
1,10,1,10,1,1,400,11.6,13.4,0,55.3,0.29,3,904
2,200,1,2,20,3,53,9.8,17.2,0,55.3,0.22,3,904
2,10,1,10,50,1,16,9.7,18.4,1,55.3,0.31,3,806
1,10,1,10,1,1,400,24.8,25.5,1,55.3,0.34,3,806
3,200,2,3,50,1,216,27.6,33.8,1,55.3,0.41,3,899
1,50,1,50,50,1,200,18.0,55.5,0,55.3,0.46,3,927
2,50,1,50,50,1,400,13.3,29.2,0,55.3,0.40,3,962
1,10,1,10,10,1,40,18.3,24.2,0,45.1,0.16,4,1077
1,50,1,50,50,1,200,6.1,17.0,1,45.1,0.08,4,1077
3,50,1,50,50,3,150,6.2,9.5,1,45.1,0.10,4,1077
2,50,1,50,50,1,400,13.8,15.2,0,45.1,0.09,4,1077
1,50,1,50,20,1,500,6.4,26.6,0,32.0,0.02,3,1157
1,20,1,20,10,1,160,10.4,8.7,1,9.8,0.02,5,1374
2,10,1,10,5,1,160,11.7,10.4,1,5.9,0.04,2,1452
2,50,1,50,50,1,300,8.5,7.1,0,10.6,0.03,5,1315
3,50,1,50,50,1,600,13.7,12.3,1,41.0,0.28,8,1235
1,50,1,50,50,3,67,19.2,16.6,1,41.0,0.19,8,1095
1,10,1,10,10,3,13,27.1,23.7,0,41.0,0.27,8,1142
1,50,2,50,50,1,400,19.7,26.0,0,41.0,0.31,8,1077
2,50,1,50,20,3,250,12.6,12.1,1,41.0,0.20,8,1142
2,50,1,50,50,1,400,17.3,17.1,0,41.0,0.23,8,1261
1,50,1,50,50,1,200,5.2,14.5,0,11.0,0.04,3,1457
2,10,3,10,50,1,48,9.0,8.4,0,27.0,0.06,4,1045
3,10,1,10,20,1,60,6.2,18.4,1,27.0,0.08,4,1045
1,10,1,2,20,1,4,10.7,14.6,0,48.6,0.10,4,1027
3,50,1,50,20,3,500,9.6,23.6,0,48.6,0.24,4,1027
1,10,1,10,1,1,400,1.9,15.8,1,48.6,0.23,4,1027
2,50,1,50,1,1,200,5.1,12.1,1,86.5,0.16,4,835
3,10,1,10,20,1,45,2.3,17.8,1,86.5,0.29,4,835
1,10,1,10,1,1,400,1.8,9.9,0,86.5,0.16,4,835
2,200,1,2,20,3,53,1.7,13.6,0,86.5,0.35,4,835
2,10,1,10,50,1,16,13.1,12.2,1,102.6,0.14,5,672
1,10,1,10,1,1,400,21.6,16.1,1,102.6,0.17,5,711
3,200,2,3,50,1,216,13.3,21.5,1,102.6,0.18,5,640
1,50,1,50,50,1,200,15.6,18.5,0,102.6,0.16,5,646
2,50,1,50,50,1,400,10.6,22.2,0,102.6,0.10,5,792
1,10,1,10,10,1,40,9.7,16.4,0,102.6,0.15,5,711
1,50,1,50,50,1,200,20.4,9.5,1,38.9,0.07,4,853
3,50,1,50,50,3,150,9.3,13.0,1,38.9,0.08,4,853
2,50,1,50,50,1,400,13.5,12.1,0,38.9,0.07,4,853
1,50,1,50,20,1,500,13.9,13.5,0,38.9,0.06,4,853
1,20,1,20,10,1,160,16.3,17.3,1,35.9,0.09,3,755
2,10,1,10,5,1,160,13.1,11.8,1,35.9,0.10,3,701
2,50,1,50,50,1,300,16.5,23.1,0,35.9,0.09,3,699
3,50,1,50,50,1,600,25.0,15.2,1,35.9,0.13,3,592
1,50,1,50,50,3,67,18.3,9.9,1,27.3,0.10,2,541
1,10,1,10,10,3,13,19.2,10.3,0,27.3,0.10,2,539
1,50,2,50,50,1,400,21.4,15.9,0,27.3,0.08,2,489
2,50,1,50,20,3,250,15.5,14.8,1,27.3,0.07,2,489
2,50,1,50,50,1,400,8.4,14.7,0,120.3,0.08,4,579
1,50,1,50,50,1,200,22.4,11.2,0,120.3,0.05,4,579
2,10,3,10,50,1,48,16.8,19.1,0,120.3,0.08,4,571
3,10,1,10,20,1,60,20.2,12.0,1,23.1,0.22,2,552
3,10,3,10,50,1,54,22.0,20.4,0,23.1,0.21,2,552
2,50,1,50,5,50,80,10.7,7.6,0,23.1,0.22,2,552
1,20,1,20,1,20,80,18.1,6.4,0,23.1,0.15,2,552
1,20,1,20,1,20,80,23.2,11.1,1,23.1,0.12,2,552
3,20,1,20,1,20,240,20.7,17.0,0,68.5,0.27,5,439
3,20,1,20,20,1,180,24.8,13.8,1,68.5,0.21,5,451
2,10,3,10,20,1,120,25.3,19.1,0,68.5,0.41,5,429
1,20,1,20,20,1,80,26.1,24.2,1,68.5,0.38,5,429
1,50,1,50,50,1,200,28.0,22.2,0,68.5,0.25,5,383
3,20,1,20,10,3,160,26.7,29.6,0,68.5,0.24,5,333
1,10,1,2,20,1,4,24.7,33.6,0,68.5,0.31,5,349
3,50,1,50,20,3,500,28.2,25.4,0,68.5,0.24,5,335
1,10,1,10,1,1,400,26.4,22.1,1,68.5,0.23,5,384
2,50,1,50,1,1,200,15.8,28.0,1,68.5,0.47,5,402
3,10,1,10,20,1,45,23.7,23.4,1,68.5,0.19,5,439
1,10,1,10,1,1,400,26.9,18.3,0,80.1,0.18,6,423
2,200,1,2,20,3,53.3,27.7,29.2,0,80.1,0.22,6,372
2,10,1,10,50,1,16,24.4,30.8,1,80.1,0.40,6,403
1,10,1,10,1,1,400,25.6,18.8,1,80.1,0.26,6,357
3,200,2,3,50,1,216,21.0,28.4,1,80.1,0.31,6,389
1,50,1,50,50,1,200,24.0,21.7,0,80.1,0.24,6,431
2,50,1,50,50,1,400,21.2,18.5,0,80.1,0.27,6,434
1,10,1,10,10,1,40,18.9,27.7,0,80.1,0.24,6,391
1,50,1,50,50,1,200,20.2,24.5,1,80.1,0.26,6,436
3,50,1,50,50,3,150,24.4,25.9,1,205.2,0.12,2,357
2,50,1,50,50,1,400,26.9,25.7,0,205.2,0.13,2,347
1,50,1,50,20,1,500,28.1,32.3,0,205.2,0.17,2,330
1,20,1,20,10,1,160,27.8,45.7,1,205.2,0.27,2,307
2,10,1,10,5,1,160,25.6,31.6,1,205.2,0.18,2,317
2,50,1,50,50,1,300,27.7,26.7,0,205.2,0.30,2,315
3,50,1,50,50,1,600,27.8,49.1,1,205.2,0.70,2,278
1,50,1,50,50,3,66.7,28.7,30.9,1,175.1,0.47,4,283
1,10,1,10,10,3,13.3,27.5,27.7,0,175.1,0.59,4,286
1,50,2,50,50,1,400,28.7,33.0,0,175.1,1.59,4,313
2,50,1,50,20,3,250,28.3,22.7,1,175.1,0.61,4,335
2,50,1,50,50,1,400,28.4,22.1,0,175.1,2.15,4,359
1,50,1,50,50,1,200,27.7,20.0,0,175.1,1.06,4,368
2,10,3,10,50,1,48,28.5,27.1,0,175.1,0.59,4,390
3,10,1,10,20,1,60,28.5,31.2,1,175.1,1.76,4,371
1,10,1,2,20,1,4,27.1,30.5,0,175.1,1.00,4,333
3,50,1,50,20,3,500,28.5,30.4,0,175.1,0.58,4,311
1,10,1,10,1,1,400,28.5,26.3,1,175.1,0.63,4,292
2,50,1,50,1,1,200,28.4,38.4,1,175.1,0.45,4,264
3,10,1,10,20,1,45,27.1,33.2,1,175.1,0.98,4,264
1,10,1,10,1,1,400,29.0,43.5,0,175.1,0.52,4,255
2,200,1,2,20,3,53.3,29.0,61.9,0,175.1,2.93,4,227
2,10,1,10,50,1,16,29.0,48.3,1,156.6,5.98,5,209
1,10,1,10,1,1,400,28.4,47.6,1,156.6,7.38,5,223
3,200,2,3,50,1,216,29.0,52.7,1,156.6,5.00,5,213
1,50,1,50,50,1,200,29.0,50.0,0,156.6,4.28,5,224
2,50,1,50,50,1,400,27.8,30.0,0,156.6,3.88,5,240
1,10,1,10,10,1,40,27.2,53.2,0,156.6,4.26,5,231
1,50,1,50,50,1,200,27.5,51.0,1,156.6,4.20,5,242
3,50,1,50,50,3,150,28.2,38.6,1,156.6,4.92,5,241
2,50,1,50,50,1,400,29.0,25.4,0,156.6,2.98,5,256
1,50,1,50,20,1,500,25.5,23.9,0,156.6,2.69,5,251
1,20,1,20,10,1,160,28.6,21.8,1,156.6,2.03,5,254
2,10,1,10,5,1,160,27.8,28.4,1,156.6,3.87,5,256
2,50,1,50,50,1,300,24.0,27.2,0,156.6,2.54,5,276
3,50,1,50,50,1,600,27.3,27.0,1,156.6,6.36,5,276
1,50,1,50,50,3,66.7,28.2,29.1,1,156.6,4.40,5,274
1,10,1,10,10,3,13.3,29.0,8.3,0,156.6,2.20,5,297
1,50,2,50,50,1,400,29.0,11.6,0,156.6,2.42,5,278
2,50,1,50,20,3,250,26.9,13.3,1,156.6,2.57,5,279
2,50,1,50,50,1,400,26.3,9.9,0,156.6,2.29,5,284
1,50,1,50,50,1,200,28.5,3.1,0,156.6,2.63,5,311
2,10,3,10,50,1,48,27.2,3.5,0,156.6,3.30,5,322
3,10,1,10,20,1,60,26.6,6.0,1,156.6,2.73,5,342
3,10,3,10,50,1,54,27.0,21.0,0,156.6,4.04,5,383
2,50,1,50,5,50,80,27.9,17.7,0,156.6,5.26,5,361
1,20,1,20,1,20,80,23.0,6.7,0,156.6,3.62,5,323
1,20,1,20,1,20,80,27.9,21.9,1,156.6,3.24,5,383
3,20,1,20,1,20,240,27.6,20.0,0,156.6,4.14,5,332
3,20,1,20,20,1,180,27.4,20.4,1,156.6,4.41,5,357
2,10,3,10,20,1,120,28.2,26.0,0,156.6,2.17,5,383
1,20,1,20,20,1,80,25.7,21.7,1,156.6,4.17,5,377
1,50,1,50,50,1,200,24.4,26.4,0,32.4,0.25,5,410
3,20,1,20,10,3,160,19.9,16.3,0,32.4,0.17,5,418
1,10,1,2,20,1,400,9.6,17.4,0,32.4,0.15,5,427
3,50,1,50,20,3,500,13.7,9.6,0,32.4,0.12,5,495
1,10,1,10,1,1,400,21.3,18.2,1,32.4,0.13,5,562
2,50,1,50,1,1,200,21.6,11.3,1,32.4,0.10,5,524
3,10,1,10,20,1,45,16.9,12.5,1,32.4,0.12,5,461
1,10,1,10,1,1,400,24.2,9.1,0,19.7,0.10,3,447
2,200,1,2,20,3,53,18.0,13.6,0,19.7,0.12,3,433
2,10,1,10,50,1,16,26.7,17.0,1,19.7,0.12,3,410
1,10,1,10,1,1,400,27.7,8.7,1,19.7,0.16,3,427
3,200,2,3,50,1,216,26.0,10.2,1,19.7,0.18,3,450
1,50,1,50,50,1,200,20.0,25.2,0,19.7,0.15,3,472
2,50,1,50,50,1,400,15.5,23.7,0,19.7,0.11,3,518
1,10,1,10,10,1,40,11.9,8.0,0,19.7,0.10,3,505
1,50,1,50,50,1,200,8.4,12.0,1,27.5,0.14,5,599
3,50,1,50,50,3,150,11.3,8.2,1,27.5,0.23,5,722
2,50,1,50,50,1,400,6.2,9.7,0,27.5,0.15,5,722
1,50,1,50,20,1,500,8.9,9.2,0,27.5,0.16,5,1024
1,20,1,20,10,1,160,7.6,8.4,1,27.5,0.12,5,1024
2,10,1,10,5,1,160,2.9,5.2,1,27.5,0.16,5,1024
2,50,1,50,50,1,300,5.5,9.1,0,23.4,0.04,1,983
3,50,1,50,50,1,600,9.3,7.9,1,23.4,0.03,1,983
1,50,1,50,50,3,66.7,9.9,5.3,1,3.7,0.02,4,892
1,10,1,10,10,3,13.3,10.6,7.3,0,12.2,0.07,2,1155
1,50,2,50,50,1,400,11.1,15.5,0,12.2,0.08,2,1155
2,50,1,50,20,3,250,4.4,11.9,1,12.2,0.07,2,1155
2,50,1,50,50,1,400,4.0,8.2,0,11.8,0.06,3,1209
1,50,1,50,50,1,200,11.1,8.0,0,11.8,0.03,3,1209
2,10,3,10,50,1,48,4.6,13.4,0,16.2,0.06,2,991
3,10,1,10,20,1,60,9.6,5.6,1,16.2,0.04,2,991
1,10,1,2,20,1,4,9.3,6.9,0,21.4,0.06,4,809
3,50,1,50,20,3,500,6.5,5.2,0,21.4,0.04,4,809
1,10,1,10,1,1,400,15.2,19.6,1,84.7,0.25,4,623
2,50,1,50,1,1,200,21.1,19.7,1,84.7,0.41,4,688
3,10,1,10,20,1,45,17.1,32.5,1,84.7,0.45,4,688
1,10,1,10,1,1,400,29.0,26.4,0,84.7,0.24,4,670
2,200,1,2,20,3,53,26.7,41.6,0,84.7,0.78,4,612
2,10,1,10,50,1,16,25.7,31.1,1,84.7,0.31,4,613
1,10,1,10,1,1,400,15.6,43.2,1,84.7,0.68,4,579
3,200,2,3,50,1,216,9.4,28.9,1,84.7,0.39,4,577
1,50,1,50,50,1,200,2.8,16.9,0,84.7,0.25,4,623
2,50,1,50,50,1,400,12.3,53.2,0,84.7,0.52,4,567
1,10,1,10,10,1,40,16.2,17.0,0,84.7,0.36,4,623
1,50,1,50,50,1,200,24.7,24.3,1,111.1,0.08,5,492
3,50,1,50,50,3,150,27.2,17.4,1,111.1,0.13,5,541
2,50,1,50,50,1,400,26.8,32.3,0,111.1,0.20,5,457
1,50,1,50,20,1,500,25.7,18.9,0,111.1,0.21,5,531
1,20,1,20,10,1,160,26.5,17.5,1,49.6,0.64,8,452
2,10,1,10,5,1,160,22.5,38.6,1,49.6,0.73,8,482
2,50,1,50,50,1,300,23.4,17.9,0,49.6,1.12,8,517
3,50,1,50,50,1,600,22.7,13.7,1,49.6,1.11,8,517
1,50,1,50,50,3,66,24.1,7.5,1,49.6,0.57,8,457
1,10,1,10,10,3,13,25.1,8.3,0,49.6,0.95,8,457
1,50,2,50,50,1,400,23.2,5.6,0,49.6,0.69,8,508
2,50,1,50,20,3,250,4.9,11.4,1,49.6,0.74,8,508
2,50,1,50,50,1,400,6.2,7.1,0,49.6,0.54,8,533
1,50,1,50,50,1,200,19.7,6.8,0,49.6,0.80,8,533
2,10,3,10,50,1,48,22.3,21.0,0,49.6,0.97,8,580
3,10,1,10,20,1,60,21.3,9.5,1,49.6,0.83,8,580
3,10,3,10,50,1,54,20.4,4.4,0,49.6,1.04,8,606
2,50,1,50,5,50,80,19.3,7.1,0,49.6,0.60,8,577
1,20,1,20,1,20,80,17.8,14.5,0,49.6,0.81,8,577
1,20,1,20,1,20,80,22.2,19.6,1,49.6,0.59,8,577
3,20,1,20,1,20,240,20.8,17.2,0,49.6,0.94,8,655
3,20,1,20,20,1,180,5.4,8.5,1,49.6,0.92,8,655
2,10,3,10,20,1,120,12.2,11.4,0,39.4,0.15,6,978
1,20,1,20,20,1,80,15.7,13.3,1,39.4,0.17,6,978
1,50,1,50,50,1,200,18.9,20.5,0,39.4,0.20,6,1001
3,20,1,20,10,3,160,15.3,22.3,0,39.4,0.19,6,1001
1,10,1,2,20,1,4,2.3,20.2,0,39.4,0.19,6,1112
3,50,1,50,20,3,500,22.2,9.3,0,39.4,0.23,6,1112
1,10,1,10,1,1,400,20.4,22.5,1,46.9,0.37,7,1257
2,50,1,50,1,1,200,10.1,33.2,1,46.9,0.34,7,1257
3,10,1,10,20,1,45,23.0,16.5,1,46.9,0.61,7,1273
1,10,1,10,1,1,400,14.2,18.3,0,46.9,0.35,7,1273
2,200,1,2,20,3,56,5.1,17.1,0,46.9,0.30,7,1237
2,10,1,10,50,1,16,3.8,11.8,1,46.9,0.34,7,1237
1,10,1,10,1,1,400,2.6,10.6,1,46.9,0.25,7,1169
3,200,2,3,50,1,216,2.0,6.5,1,46.9,0.39,7,1169
1,50,1,50,50,1,200,2.4,6.4,0,46.9,0.15,7,1407
2,50,1,50,50,1,400,9.3,6.4,0,46.9,0.66,7,1407
1,10,1,10,10,1,40,5.5,11.8,0,29.1,0.09,1,1457
1,50,1,50,50,1,200,9.9,16.7,1,29.1,0.06,1,1457
3,50,1,50,50,3,150,25.2,5.6,1,30.0,0.03,3,1001
2,50,1,50,50,1,400,29.0,9.2,0,31.8,1.10,5,285
1,50,1,50,20,1,500,29.0,14.0,0,31.8,1.19,5,299
1,20,1,20,10,1,160,23.7,12.4,1,31.8,1.18,5,318
2,10,1,10,5,1,160,25.9,17.3,1,31.8,0.97,5,334
2,50,1,50,50,1,300,26.5,13.1,0,31.8,0.96,5,338
3,50,1,50,50,1,600,27.4,10.6,1,31.8,0.94,5,36
3,50,1,50,20,3,500,22.9,9.0,0,18.5,0.01,1,646
1,10,1,10,1,1,400,17.7,16.5,1,56.6,0.05,2,785
2,50,1,50,1,1,200,13.3,7.3,1,56.6,0.05,2,785
3,10,1,10,20,1,45,15.7,5.3,1,17.4,0.06,3,958
1,10,1,10,1,1,400,17.0,9.6,0,17.4,0.12,3,958
2,200,1,2,20,3,53.33,19.3,9.4,0,17.4,0.05,3,958
2,10,1,10,50,1,16,27.9,22.4,1,63.0,0.16,5,879
1,10,1,10,1,1,400,29.0,34.5,1,63.0,0.26,5,940
3,200,2,3,50,1,216,24.9,53.9,1,63.0,0.38,5,961
1,50,1,50,50,1,200,27.3,30.8,0,63.0,0.31,5,1042
2,50,1,50,50,1,400,24.0,36.8,0,63.0,0.40,5,1003
1,10,1,10,10,1,40,11.3,23.9,0,63.0,0.21,5,984
1,50,1,50,50,1,200,17.9,28.3,1,63.0,0.17,5,861
3,50,1,50,50,3,150,24.5,14.9,1,65.1,1.13,4,744
2,50,1,50,50,1,400,16.4,18.5,0,65.1,1.15,4,705
1,50,1,50,20,1,500,8.5,15.2,0,65.1,1.13,4,711
1,20,1,20,10,1,160,23.7,11.8,1,65.1,1.90,4,711
2,10,1,10,5,1,160,10.6,26.4,1,65.1,1.41,4,673
2,50,1,50,50,1,300,20.2,21.0,0,65.1,1.44,4,600
3,50,1,50,50,1,600,28.4,20.3,1,65.1,1.31,4,600
1,50,1,50,50,3,66.67,25.9,37.8,1,65.1,2.25,4,600
1,10,1,10,10,3,66.67,26.6,24.9,0,65.1,1.53,4,634
1,50,2,50,50,1,400,29.0,33.7,0,65.1,2.22,4,628
2,50,1,50,20,3,250,27.3,35.8,1,65.1,1.78,4,647
2,50,1,50,50,1,400,24.9,29.3,0,65.1,1.35,4,695
1,50,1,50,50,1,200,26.2,29.7,0,65.1,1.51,4,704
2,10,3,10,50,1,48,25.8,26.7,0,65.1,1.21,4,740
3,10,1,10,20,1,60,27.4,31.1,1,65.1,1.72,4,704
3,10,3,10,50,1,54,25.3,23.0,0,65.1,1.39,4,704
2,50,1,50,5,50,80,27.3,21.6,0,65.1,1.80,4,670
1,20,1,20,1,20,80,29.0,40.7,0,65.1,2.04,4,669
1,20,1,20,1,20,80,23.8,23.5,1,65.1,2.44,4,660
3,20,1,20,1,20,240,27.6,49.9,0,65.1,2.50,4,630
3,20,1,20,20,1,180,28.1,33.0,1,65.1,2.07,4,598
2,10,3,10,20,1,120,19.8,36.6,0,65.1,2.90,4,594
1,20,1,20,20,1,80,17.8,17.4,1,47.7,0.12,5,531
1,50,1,50,50,1,200,12.0,20.5,0,47.7,0.18,5,534
3,20,1,20,10,3,160,8.8,15.8,0,47.7,0.14,5,622
1,10,1,2,20,1,4,6.3,18.2,0,47.7,0.32,5,608
3,50,1,50,20,3,500,4.6,7.8,0,23.6,0.05,3,853
1,10,1,10,1,1,400,0.8,3.6,1,23.6,0.06,3,853
2,50,1,50,1,1,200,1.9,8.7,1,55.3,0.23,3,904
3,10,1,10,20,1,45,1.9,10.5,1,55.3,0.25,3,904
1,10,1,10,1,1,400,11.6,13.4,0,55.3,0.29,3,904
2,200,1,2,20,3,53,9.8,17.2,0,55.3,0.22,3,904
2,10,1,10,50,1,16,9.7,18.4,1,55.3,0.31,3,806
1,10,1,10,1,1,400,24.8,25.5,1,55.3,0.34,3,806
3,200,2,3,50,1,216,27.6,33.8,1,55.3,0.41,3,899
1,50,1,50,50,1,200,18.0,55.5,0,55.3,0.46,3,927
2,50,1,50,50,1,400,13.3,29.2,0,55.3,0.40,3,962
1,10,1,10,10,1,40,18.3,24.2,0,45.1,0.16,4,1077
1,50,1,50,50,1,200,6.1,17.0,1,45.1,0.08,4,1077
3,50,1,50,50,3,150,6.2,9.5,1,45.1,0.10,4,1077
2,50,1,50,50,1,400,13.8,15.2,0,45.1,0.09,4,1077
1,50,1,50,20,1,500,6.4,26.6,0,32.0,0.02,3,1157
1,20,1,20,10,1,160,10.4,8.7,1,9.8,0.02,5,1374
2,10,1,10,5,1,160,11.7,10.4,1,5.9,0.04,2,1452
2,50,1,50,50,1,300,8.5,7.1,0,10.6,0.03,5,1315
3,50,1,50,50,1,600,13.7,12.3,1,41.0,0.28,8,1235
1,50,1,50,50,3,67,19.2,16.6,1,41.0,0.19,8,1095
1,10,1,10,10,3,13,27.1,23.7,0,41.0,0.27,8,1142
1,50,2,50,50,1,400,19.7,26.0,0,41.0,0.31,8,1077
2,50,1,50,20,3,250,12.6,12.1,1,41.0,0.20,8,1142
2,50,1,50,50,1,400,17.3,17.1,0,41.0,0.23,8,1261
1,50,1,50,50,1,200,5.2,14.5,0,11.0,0.04,3,1457
2,10,3,10,50,1,48,9.0,8.4,0,27.0,0.06,4,1045
3,10,1,10,20,1,60,6.2,18.4,1,27.0,0.08,4,1045
1,10,1,2,20,1,4,10.7,14.6,0,48.6,0.10,4,1027
3,50,1,50,20,3,500,9.6,23.6,0,48.6,0.24,4,1027
1,10,1,10,1,1,400,1.9,15.8,1,48.6,0.23,4,1027
2,50,1,50,1,1,200,5.1,12.1,1,86.5,0.16,4,835
3,10,1,10,20,1,45,2.3,17.8,1,86.5,0.29,4,835
1,10,1,10,1,1,400,1.8,9.9,0,86.5,0.16,4,835
2,200,1,2,20,3,53,1.7,13.6,0,86.5,0.35,4,835
2,10,1,10,50,1,16,13.1,12.2,1,102.6,0.14,5,672
1,10,1,10,1,1,400,21.6,16.1,1,102.6,0.17,5,711
3,200,2,3,50,1,216,13.3,21.5,1,102.6,0.18,5,640
1,50,1,50,50,1,200,15.6,18.5,0,102.6,0.16,5,646
2,50,1,50,50,1,400,10.6,22.2,0,102.6,0.10,5,792
1,10,1,10,10,1,40,9.7,16.4,0,102.6,0.15,5,711
1,50,1,50,50,1,200,20.4,9.5,1,38.9,0.07,4,853
3,50,1,50,50,3,150,9.3,13.0,1,38.9,0.08,4,853
2,50,1,50,50,1,400,13.5,12.1,0,38.9,0.07,4,853
1,50,1,50,20,1,500,13.9,13.5,0,38.9,0.06,4,853
1,20,1,20,10,1,160,16.3,17.3,1,35.9,0.09,3,755
2,10,1,10,5,1,160,13.1,11.8,1,35.9,0.10,3,701
2,50,1,50,50,1,300,16.5,23.1,0,35.9,0.09,3,699
3,50,1,50,50,1,600,25.0,15.2,1,35.9,0.13,3,592
1,50,1,50,50,3,67,18.3,9.9,1,27.3,0.10,2,541
1,10,1,10,10,3,13,19.2,10.3,0,27.3,0.10,2,539
1,50,2,50,50,1,400,21.4,15.9,0,27.3,0.08,2,489
2,50,1,50,20,3,250,15.5,14.8,1,27.3,0.07,2,489
2,50,1,50,50,1,400,8.4,14.7,0,120.3,0.08,4,579
1,50,1,50,50,1,200,22.4,11.2,0,120.3,0.05,4,579
2,10,3,10,50,1,48,16.8,19.1,0,120.3,0.08,4,571
3,10,1,10,20,1,60,20.2,12.0,1,23.1,0.22,2,552
3,10,3,10,50,1,54,22.0,20.4,0,23.1,0.21,2,552
2,50,1,50,5,50,80,10.7,7.6,0,23.1,0.22,2,552
1,20,1,20,1,20,80,18.1,6.4,0,23.1,0.15,2,552
1,20,1,20,1,20,80,23.2,11.1,1,23.1,0.12,2,552
3,20,1,20,1,20,240,20.7,17.0,0,68.5,0.27,5,439
3,20,1,20,20,1,180,24.8,13.8,1,68.5,0.21,5,451
2,10,3,10,20,1,120,25.3,19.1,0,68.5,0.41,5,429
1,20,1,20,20,1,80,26.1,24.2,1,68.5,0.38,5,429
1,50,1,50,50,1,200,28.0,22.2,0,68.5,0.25,5,383
3,20,1,20,10,3,160,26.7,29.6,0,68.5,0.24,5,333
1,10,1,2,20,1,4,24.7,33.6,0,68.5,0.31,5,349
3,50,1,50,20,3,500,28.2,25.4,0,68.5,0.24,5,335
1,10,1,10,1,1,400,26.4,22.1,1,68.5,0.23,5,384
2,50,1,50,1,1,200,15.8,28.0,1,68.5,0.47,5,402
3,10,1,10,20,1,45,23.7,23.4,1,68.5,0.19,5,439
1,10,1,10,1,1,400,26.9,18.3,0,80.1,0.18,6,423
2,200,1,2,20,3,53.3,27.7,29.2,0,80.1,0.22,6,372
2,10,1,10,50,1,16,24.4,30.8,1,80.1,0.40,6,403
1,10,1,10,1,1,400,25.6,18.8,1,80.1,0.26,6,357
3,200,2,3,50,1,216,21.0,28.4,1,80.1,0.31,6,389
1,50,1,50,50,1,200,24.0,21.7,0,80.1,0.24,6,431
2,50,1,50,50,1,400,21.2,18.5,0,80.1,0.27,6,434
1,10,1,10,10,1,40,18.9,27.7,0,80.1,0.24,6,391
1,50,1,50,50,1,200,20.2,24.5,1,80.1,0.26,6,436
3,50,1,50,50,3,150,24.4,25.9,1,205.2,0.12,2,357
2,50,1,50,50,1,400,26.9,25.7,0,205.2,0.13,2,347
1,50,1,50,20,1,500,28.1,32.3,0,205.2,0.17,2,330
